id,is_ai,generator,category,score
ai_art_qwen_2512_art_08.png,true,Qwen 2512,art,0.9999980926513672
ai_art_flux_2_flex_art_03.png,true,Flux,art,0.9999624490737915
ai_art_seedream_v3_art_07.png,true,Seedream,art,0.9999524354934692
ai_art_seedream_v3_art_06.png,true,Seedream,art,0.999993085861206
ai_art_flux_2_flex_art_02.png,true,Flux,art,0.9970598816871643
ai_art_glm_image_art_01.png,true,GLM Image,art,0.38710832595825195
ai_art_qwen_2512_art_09.png,true,Qwen 2512,art,0.9999947547912598
ai_art_wan_v2.6_art_09.png,true,Wan v2.6,art,0.018592972308397293
ai_art_flux_schnell_art_08.png,true,Flux Schnell,art,0.9998481273651123
ai_art_glm_image_art_03.png,true,GLM Image,art,0.9998229146003723
ai_art_seedream_v3_art_10.png,true,Seedream,art,0.7130385041236877
ai_art_seedream_v3_art_04.png,true,Seedream,art,0.009932014159858227
ai_art_seedream_v3_art_05.png,true,Seedream,art,0.0002464472781866789
ai_art_flux_2_flex_art_01.png,true,Flux,art,0.9999556541442871
ai_art_glm_image_art_02.png,true,GLM Image,art,0.9999943971633911
ai_art_flux_schnell_art_09.png,true,Flux Schnell,art,0.999968409538269
ai_art_wan_v2.6_art_08.png,true,Wan v2.6,art,0.9985155463218689
ai_art_z_image_art_09.png,true,Z,art,0.9998262524604797
ai_art_glm_image_art_06.png,true,GLM Image,art,0.9999960660934448
ai_art_flux_2_flex_art_05.png,true,Flux,art,0.9554483294487
ai_art_seedream_v3_art_01.png,true,Seedream,art,0.9007476568222046
ai_art_flux_2_flex_art_10.png,true,Flux,art,0.9999979734420776
ai_art_flux_2_flex_art_04.png,true,Flux,art,0.9642037153244019
ai_art_glm_image_art_07.png,true,GLM Image,art,0.999997615814209
ai_art_z_image_art_08.png,true,Z,art,0.9999847412109375
ai_art_glm_image_art_05.png,true,GLM Image,art,0.0005343739176169038
ai_art_flux_2_flex_art_06.png,true,Flux,art,0.999990701675415
ai_art_seedream_v3_art_02.png,true,Seedream,art,0.9999315738677979
ai_art_seedream_v3_art_03.png,true,Seedream,art,0.0033474236261099577
ai_art_flux_2_flex_art_07.png,true,Flux,art,0.9999970197677612
ai_art_glm_image_art_10.png,true,GLM Image,art,0.9990066885948181
ai_art_glm_image_art_04.png,true,GLM Image,art,0.9998241066932678
ai_art_hunyuan_v3_art_07.png,true,Hunyuan v3,art,0.31310924887657166
ai_art_ideogram_v3_art_04.png,true,Ideogram v3,art,0.003018768737092614
ai_art_ideogram_v3_art_10.png,true,Ideogram v3,art,0.8296368718147278
ai_art_sd_3.5_large_art_08.png,true,Sd,art,0.9999861717224121
ai_art_seedream_v4_art_03.png,true,Seedream,art,0.000738296948838979
ai_art_leonardo_phoenix_art_06.png,true,Leonardo Phoenix,art,0.9995379447937012
ai_art_leonardo_phoenix_art_07.png,true,Leonardo Phoenix,art,0.9999215602874756
ai_art_grok_aurora_art_01.png,true,Grok Aurora,art,0.9999403953552246
ai_art_seedream_v4_art_02.png,true,Seedream,art,0.005244866479188204
ai_art_sd_3.5_large_art_09.png,true,Sd,art,0.614699125289917
ai_art_ideogram_v3_art_05.png,true,Ideogram v3,art,0.9985033273696899
ai_art_hunyuan_v3_art_06.png,true,Hunyuan v3,art,0.9997232556343079
ai_art_hunyuan_v3_art_04.png,true,Hunyuan v3,art,0.20185333490371704
ai_art_hunyuan_v3_art_10.png,true,Hunyuan v3,art,0.9970248341560364
